3.450000000000000000e+02,0.000000000000000000e+00,-1.200783070335419422e-01
2.210000000000000000e+02,8.988820200000000732e-03,-2.012494805022382593e-01
1.100000000000000000e+01,1.797764040000000146e-02,-2.417701335859846201e-01
1.960000000000000000e+02,2.696646049999999739e-02,-3.216670045302094660e-01
6.990000000000000000e+02,3.595528070000000159e-02,-3.351898678406742826e-01
2.440000000000000000e+02,4.494410089999999885e-02,-3.126469819016124418e-01
1.780000000000000000e+02,5.393292110000000306e-02,-4.782119044673326380e-01
2.470000000000000000e+02,6.292174130000000032e-02,-5.773451962338025378e-01
2.670000000000000000e+02,7.191056149999999758e-02,-4.624206039289781023e-01
6.340000000000000000e+02,8.089938160000000045e-02,-6.301488896495511804e-01
5.610000000000000000e+02,8.988820179999999771e-02,-6.322651920998656472e-01
4.480000000000000000e+02,9.887702199999999497e-02,-6.653465479756320855e-01
3.600000000000000000e+01,1.078658422000000061e-01,-7.354366753475044538e-01
6.520000000000000000e+02,1.168546624000000034e-01,-7.001477465519866383e-01
4.120000000000000000e+02,1.258434824999999924e-01,-7.463418766080955891e-01
3.760000000000000000e+02,1.348323026999999896e-01,-8.738435368079621179e-01
1.370000000000000000e+02,1.438211228999999869e-01,-9.188984947545220106e-01
1.710000000000000000e+02,1.528099431000000119e-01,-8.765298315202123547e-01
3.420000000000000000e+02,1.617987633000000092e-01,-9.010095611698881735e-01
4.450000000000000000e+02,1.707875835000000064e-01,-9.265292609568053228e-01
6.970000000000000000e+02,1.797764035999999954e-01,-9.107538693274451758e-01
4.460000000000000000e+02,1.887652237999999927e-01,-9.486834546012263836e-01
1.830000000000000000e+02,1.977540439999999899e-01,-9.187821570909181501e-01
5.810000000000000000e+02,2.067428642000000150e-01,-9.914457465909712885e-01
5.320000000000000000e+02,2.157316844000000122e-01,-9.966438812513649381e-01
3.150000000000000000e+02,2.247205045000000012e-01,-1.074119383318605569e+00
2.450000000000000000e+02,2.337093246999999985e-01,-1.058394775485296480e+00
2.580000000000000000e+02,2.426981448999999957e-01,-1.023059662662122893e+00
2.150000000000000000e+02,2.516869650999999930e-01,-1.020485639323794880e+00
6.170000000000000000e+02,2.606757853000000180e-01,-9.842603957117255220e-01
1.640000000000000000e+02,2.696646054999999875e-01,-1.001650894483017362e+00
3.490000000000000000e+02,2.786534256000000043e-01,-9.725657560488942810e-01
6.540000000000000000e+02,2.876422457999999738e-01,-9.477768221971607510e-01
3.940000000000000000e+02,2.966310659999999988e-01,-8.786454634866232016e-01
1.800000000000000000e+01,3.056198862000000238e-01,-7.964238669755689948e-01
6.930000000000000000e+02,3.146087063999999933e-01,-7.972972542492876569e-01
4.240000000000000000e+02,3.235975266000000183e-01,-7.202901982302094552e-01
5.550000000000000000e+02,3.325863467000000351e-01,-7.359750028673139877e-01
5.630000000000000000e+02,3.415751668999999491e-01,-7.427340246879741148e-01
9.800000000000000000e+01,3.505639871000000296e-01,-6.856289181691764822e-01
2.010000000000000000e+02,3.595528072999999436e-01,-6.330134526310469134e-01
3.330000000000000000e+02,3.685416275000000241e-01,-5.232867505574245737e-01
2.700000000000000000e+02,3.775304475999999854e-01,-4.948873096503513258e-01
6.500000000000000000e+02,3.865192678000000104e-01,-4.708849742495563317e-01
5.800000000000000000e+02,3.955080879999999799e-01,-3.832812387667079435e-01
2.740000000000000000e+02,4.044969082000000049e-01,-2.762349793957900590e-01
3.770000000000000000e+02,4.134857284000000299e-01,-2.636282569822075428e-01
6.900000000000000000e+02,4.224745485999999994e-01,-2.513237375926924422e-01
3.020000000000000000e+02,4.314633686999999607e-01,-1.173602966020366456e-01
1.250000000000000000e+02,4.404521888999999857e-01,-6.436613737380812716e-02
6.760000000000000000e+02,4.494410090999999552e-01,-1.532991039177236392e-01
2.630000000000000000e+02,4.584298292999999802e-01,5.951735094005218552e-02
4.400000000000000000e+01,4.674186495000000052e-01,6.162127302837071274e-02
3.820000000000000000e+02,4.764074696000000220e-01,2.797433536272488919e-01
3.050000000000000000e+02,4.853962897999999915e-01,3.068561119283362282e-01
4.790000000000000000e+02,4.943851100000000165e-01,2.742381343290561380e-01
3.560000000000000000e+02,5.033739301999999860e-01,4.466706657411800285e-01
6.600000000000000000e+02,5.123627504000000110e-01,4.346002810417546325e-01
3.980000000000000000e+02,5.213515706000000360e-01,5.139876127580387255e-01
3.840000000000000000e+02,5.303403907000000528e-01,4.874508071464906944e-01
4.300000000000000000e+02,5.393292109000000778e-01,6.212864075498394367e-01
1.920000000000000000e+02,5.483180310999999918e-01,6.902707834701178324e-01
2.200000000000000000e+02,5.573068513000000168e-01,7.529907537887130520e-01
2.780000000000000000e+02,5.662956714999999308e-01,5.761378470783427019e-01
6.430000000000000000e+02,5.752844915999999476e-01,8.552117430820398436e-01
8.000000000000000000e+00,5.842733117999999726e-01,8.357669464825506767e-01
4.020000000000000000e+02,5.932621319999999976e-01,9.015308371592977155e-01
3.030000000000000000e+02,6.022509522000000226e-01,8.928286024469613835e-01
1.340000000000000000e+02,6.112397724000000476e-01,9.273596656932082682e-01
1.540000000000000000e+02,6.202285925999999616e-01,9.835670871724135900e-01
4.510000000000000000e+02,6.292174126999999784e-01,9.616117131908550331e-01
5.860000000000000000e+02,6.382062329000000034e-01,9.961657826688866679e-01
2.410000000000000000e+02,6.471950531000000284e-01,1.100574580506942457e+00
6.530000000000000000e+02,6.561838732999999424e-01,1.008845522027188579e+00
6.010000000000000000e+02,6.651726934999999674e-01,1.098025980872949336e+00
3.530000000000000000e+02,6.741615135999999842e-01,9.482944459101104728e-01
2.590000000000000000e+02,6.831503337999998982e-01,9.557840818382268289e-01
3.100000000000000000e+02,6.921391540000000342e-01,8.923957353309602825e-01
3.220000000000000000e+02,7.011279742000000592e-01,9.049724670724557107e-01
7.800000000000000000e+01,7.101167943999999732e-01,8.803389943822682584e-01
1.580000000000000000e+02,7.191056145999998872e-01,8.463982993762690921e-01
6.600000000000000000e+01,7.280944347000000150e-01,8.344334813094623771e-01
6.300000000000000000e+01,7.370832548999999290e-01,8.427497664505113617e-01
6.210000000000000000e+02,7.460720751000000650e-01,8.372108032361339491e-01
4.330000000000000000e+02,7.550608952999999790e-01,6.968891867351257874e-01
5.100000000000000000e+01,7.640497155000000040e-01,6.509113736217753132e-01
6.440000000000000000e+02,7.730385356000000208e-01,6.026508884147753209e-01
5.760000000000000000e+02,7.820273557999999348e-01,4.929415954678880718e-01
5.000000000000000000e+00,7.910161759999999598e-01,4.986807090598222580e-01
1.880000000000000000e+02,8.000049962000000958e-01,4.038461345524063106e-01
4.990000000000000000e+02,8.089938164000000098e-01,3.574966665343920491e-01
6.400000000000000000e+01,8.179826365999999238e-01,2.796905936218985755e-01
5.480000000000000000e+02,8.269714567000000516e-01,2.410081446882709200e-01
9.900000000000000000e+01,8.359602768999999656e-01,9.277566697208505797e-02
1.330000000000000000e+02,8.449490970999998796e-01,-6.757914425580505147e-03
3.570000000000000000e+02,8.539379173000000156e-01,9.579293715023329617e-03
2.170000000000000000e+02,8.629267375000000406e-01,-9.394243988333658701e-02
8.400000000000000000e+01,8.719155576000000574e-01,-2.012388783321845120e-01
6.450000000000000000e+02,8.809043777999999714e-01,-3.100650577391069751e-01
4.190000000000000000e+02,8.898931979999999964e-01,-3.666107984660967878e-01
3.350000000000000000e+02,8.988820181999999104e-01,-3.050594500629003059e-01
